incident_id,locality,latitude,longitude,crime_type,severity,time_of_day,day_type,lighting,crowd_level,police_distance_m,report_source,risk_score
INC05884,Master Canteen,20.268613,85.843275,Assault on Woman,5,Night,Weekend,Good,Low,506,Police,93
INC05885,Lingaraj,20.241499,85.834427,Assault on Woman,5,Evening,Weekend,Moderate,Low,1395,Police,89
INC05886,KIIT Square,20.351455,85.816226,Suspicious Activity,2,Night,Weekday,Moderate,Medium,511,Police,56
INC05887,Chandrasekharpur,20.330571,85.819166,Suspicious Activity,2,Evening,Weekend,Moderate,Low,454,Community,48
INC05888,Baramunda,20.271921,85.802315,Assault on Woman,5,Evening,Weekend,Good,Medium,1186,Community,80
INC05889,KIIT Square,20.351514,85.817408,Harassment,3,Night,Weekend,Moderate,Low,344,Community,65
INC05890,Lingaraj,20.244211,85.833866,Assault on Woman,5,Morning,Weekend,Poor,Medium,183,Community,96
INC05891,Baramunda,20.270866,85.802937,Harassment,3,Night,Weekend,Poor,High,1441,Police,76
INC05892,Chandrasekharpur,20.331176,85.821902,Kidnapping Attempt,5,Night,Weekday,Good,Medium,935,Community,86
INC05893,Infocity,20.345111,85.814278,Suspicious Activity,2,Afternoon,Weekend,Good,Low,1117,Community,33
INC05894,Master Canteen,20.271912,85.841255,Harassment,3,Evening,Weekday,Poor,High,158,Community,72
INC05895,KIIT Square,20.353046,85.818661,Stalking,4,Night,Weekend,Poor,High,697,Police,98
INC05896,Chandrasekharpur,20.332955,85.821152,Assault on Woman,5,Evening,Weekend,Good,High,233,Police,81
INC05897,CRP Square,20.315169,85.820402,Assault on Woman,5,Night,Weekend,Poor,Low,891,Community,100
INC05898,Lingaraj,20.243694,85.831327,Assault on Woman,5,Morning,Weekend,Moderate,Medium,591,Police,87
INC05899,Baramunda,20.272094,85.802613,Suspicious Activity,2,Evening,Weekday,Moderate,Medium,442,Community,50
INC05900,Baramunda,20.27141,85.803022,Harassment,3,Evening,Weekend,Good,High,1397,Community,55
INC05901,Acharya Vihar,20.300488,85.8334,Harassment,3,Evening,Weekend,Moderate,High,1032,Police,67
INC05902,Dumduma,20.262394,85.796263,Assault on Woman,5,Evening,Weekend,Poor,Low,1197,Community,100
INC05903,Rasulgarh,20.288676,85.872219,Eve-teasing,2,Evening,Weekday,Poor,Low,1024,Police,59
INC05904,Patia,20.356325,85.817588,Suspicious Activity,2,Morning,Weekend,Moderate,Medium,942,Police,40
INC05905,Dumduma,20.264509,85.796556,Suspicious Activity,2,Evening,Weekend,Poor,High,1152,Community,53
INC05906,Saheed Nagar,20.296266,85.839711,Kidnapping Attempt,5,Night,Weekend,Moderate,Low,893,Community,95
INC05907,Master Canteen,20.270821,85.841325,Snatching,3,Evening,Weekday,Poor,Low,612,Community,70
INC05908,Old Town,20.240666,85.834482,Assault on Woman,5,Afternoon,Weekday,Good,Medium,768,Community,71
INC05909,Chandrasekharpur,20.329238,85.821128,Sexual Harassment,5,Evening,Weekday,Poor,Medium,1331,Police,100
INC05910,Pokhariput,20.257074,85.803305,Kidnapping Attempt,5,Night,Weekend,Good,High,1121,Police,95
INC05911,Baramunda,20.271627,85.805301,Eve-teasing,2,Morning,Weekend,Moderate,High,365,Community,37
INC05912,Kalpana Square,20.262543,85.841081,Harassment,3,Night,Weekend,Poor,Low,1406,Police,83
INC05913,Nayapalli,20.295011,85.80531,Suspicious Activity,2,Evening,Weekday,Moderate,High,157,Community,45
INC05914,Chandrasekharpur,20.333302,85.819664,Assault on Woman,5,Evening,Weekend,Good,Low,1088,Community,86
INC05915,Khandagiri,20.255108,85.78287,Snatching,3,Morning,Weekday,Moderate,Medium,424,Community,56
INC05916,Pokhariput,20.252349,85.801863,Assault on Woman,5,Afternoon,Weekday,Good,Medium,957,Community,72
INC05917,Rasulgarh,20.290358,85.869659,Snatching,3,Night,Weekend,Good,Low,475,Community,58
INC05918,Nayapalli,20.297461,85.806309,Eve-teasing,2,Afternoon,Weekday,Good,Medium,1358,Police,32
INC05919,Dumduma,20.261714,85.795019,Stalking,4,Night,Weekday,Moderate,Low,886,Community,85
INC05920,Dumduma,20.265765,85.791854,Harassment,3,Night,Weekday,Moderate,Low,327,Community,74
INC05921,Mancheswar,20.320383,85.86529,Harassment,3,Night,Weekday,Poor,Medium,175,Police,81
INC05922,Dumduma,20.262348,85.79497,Suspicious Activity,2,Night,Weekend,Moderate,Medium,677,Community,53
INC05923,Baramunda,20.272563,85.805639,Harassment,3,Night,Weekend,Poor,Medium,425,Police,79
INC05924,Khandagiri,20.255575,85.781772,Kidnapping Attempt,5,Night,Weekend,Poor,Medium,746,Community,100
INC05925,Kalpana Square,20.257457,85.845817,Assault on Woman,5,Night,Weekday,Good,Medium,366,Community,86
INC05926,Saheed Nagar,20.294929,85.839239,Stalking,4,Evening,Weekend,Moderate,High,297,Community,77
INC05927,Baramunda,20.272771,85.805608,Assault on Woman,5,Afternoon,Weekday,Moderate,High,1057,Community,89
INC05928,Mancheswar,20.319558,85.863859,Eve-teasing,2,Night,Weekend,Moderate,Low,665,Police,52
INC05929,Infocity,20.341076,85.81877,Sexual Harassment,5,Afternoon,Weekend,Poor,Medium,172,Community,90
INC05930,Acharya Vihar,20.29956,85.836517,Eve-teasing,2,Afternoon,Weekend,Poor,Medium,358,Police,50
INC05931,Jaydev Vihar,20.299313,85.819489,Harassment,3,Afternoon,Weekend,Moderate,High,177,Community,55
INC05932,Old Town,20.240289,85.83658,Kidnapping Attempt,5,Evening,Weekday,Moderate,Low,1001,Police,95
INC05933,Infocity,20.344396,85.81849,Sexual Harassment,5,Night,Weekday,Moderate,Low,847,Community,100
INC05934,Dumduma,20.266713,85.791775,Suspicious Activity,2,Evening,Weekend,Poor,Medium,521,Community,54
INC05935,Infocity,20.345132,85.818727,Suspicious Activity,2,Evening,Weekend,Poor,Medium,1365,Community,54
INC05936,Pokhariput,20.255361,85.80581,Harassment,3,Night,Weekend,Moderate,High,1226,Community,66
INC05937,Jaydev Vihar,20.299232,85.82011,Harassment,3,Morning,Weekend,Moderate,High,845,Community,55
INC05938,Acharya Vihar,20.297057,85.832293,Sexual Harassment,5,Morning,Weekday,Poor,Low,243,Police,94
INC05939,Kalpana Square,20.262374,85.843095,Snatching,3,Night,Weekend,Good,High,1009,Police,63
INC05940,Infocity,20.342816,85.81808,Kidnapping Attempt,5,Evening,Weekday,Good,Low,1041,Community,80
INC05941,CRP Square,20.315038,85.821677,Sexual Harassment,5,Evening,Weekday,Good,High,663,Community,79
INC05942,Lingaraj,20.244486,85.836299,Snatching,3,Night,Weekday,Poor,Low,1378,Community,81
INC05943,Rasulgarh,20.287613,85.868564,Stalking,4,Night,Weekend,Good,Low,615,Police,77
INC05944,Rasulgarh,20.291529,85.871003,Harassment,3,Night,Weekend,Poor,High,1228,Community,76
INC05945,Dumduma,20.262153,85.794539,Assault on Woman,5,Afternoon,Weekend,Moderate,Medium,1479,Community,87
INC05946,Master Canteen,20.26914,85.842201,Assault on Woman,5,Night,Weekday,Good,Medium,355,Community,92
INC05947,Saheed Nagar,20.294523,85.841149,Harassment,3,Afternoon,Weekday,Good,Medium,1417,Police,49
INC05948,Master Canteen,20.266556,85.839221,Stalking,4,Evening,Weekend,Good,Low,684,Police,63
INC05949,Baramunda,20.269111,85.802097,Stalking,4,Night,Weekday,Poor,Medium,1368,Community,97
INC05950,Acharya Vihar,20.298796,85.835684,Snatching,3,Afternoon,Weekend,Poor,High,1062,Police,67
INC05951,Dumduma,20.263974,85.793138,Assault on Woman,5,Afternoon,Weekend,Moderate,High,665,Police,85
INC05952,Nayapalli,20.294692,85.804977,Stalking,4,Evening,Weekend,Moderate,Medium,440,Police,82
INC05953,Saheed Nagar,20.295334,85.839844,Stalking,4,Night,Weekend,Poor,High,425,Community,99
INC05954,Infocity,20.346326,85.81838,Harassment,3,Evening,Weekend,Good,Low,223,Community,50
INC05955,Dumduma,20.266182,85.795467,Stalking,4,Morning,Weekday,Moderate,Low,1140,Police,70
INC05956,Dumduma,20.265238,85.793833,Eve-teasing,2,Night,Weekend,Poor,High,520,Police,67
INC05957,Pokhariput,20.257,85.80434,Assault on Woman,5,Afternoon,Weekend,Poor,Low,878,Community,94
INC05958,Infocity,20.345321,85.816429,Harassment,3,Evening,Weekend,Good,Medium,147,Community,52
INC05959,Vani Vihar,20.294154,85.839228,Harassment,3,Night,Weekday,Poor,Low,782,Community,84
INC05960,Kalpana Square,20.258455,85.841981,Sexual Harassment,5,Evening,Weekday,Poor,Medium,121,Police,99
INC05961,Old Town,20.240932,85.834595,Harassment,3,Evening,Weekday,Good,Low,1387,Community,55
INC05962,Pokhariput,20.254767,85.806973,Suspicious Activity,2,Afternoon,Weekend,Moderate,Medium,737,Community,42
INC05963,Saheed Nagar,20.297883,85.838905,Harassment,3,Night,Weekday,Good,Low,231,Community,58
INC05964,Mancheswar,20.322117,85.862409,Assault on Woman,5,Night,Weekday,Poor,Low,183,Community,100
INC05965,Pokhariput,20.255309,85.801824,Assault on Woman,5,Evening,Weekday,Poor,Low,1105,Police,100
INC05966,Mancheswar,20.322251,85.863759,Snatching,3,Afternoon,Weekend,Poor,High,999,Community,65
INC05967,Pokhariput,20.255901,85.803277,Stalking,4,Night,Weekday,Good,Low,502,Police,70
INC05968,Acharya Vihar,20.299447,85.834411,Harassment,3,Morning,Weekend,Poor,Medium,1361,Police,63
INC05969,Infocity,20.342831,85.813494,Assault on Woman,5,Night,Weekend,Good,Medium,1466,Community,87
INC05970,Saheed Nagar,20.296866,85.838227,Snatching,3,Evening,Weekday,Poor,Low,414,Police,76
INC05971,Rasulgarh,20.287944,85.873341,Harassment,3,Afternoon,Weekend,Moderate,Medium,1177,Community,57
INC05972,Acharya Vihar,20.300872,85.833107,Assault on Woman,5,Evening,Weekday,Good,High,950,Community,80
INC05973,Patia,20.353421,85.821552,Stalking,4,Afternoon,Weekday,Good,High,281,Community,56
INC05974,Rasulgarh,20.290181,85.87115,Kidnapping Attempt,5,Night,Weekday,Poor,Medium,256,Community,100
INC05975,Jaydev Vihar,20.299193,85.821649,Harassment,3,Night,Weekday,Poor,Medium,361,Police,76
INC05976,Infocity,20.345816,85.814637,Harassment,3,Afternoon,Weekday,Poor,Low,204,Community,69
INC05977,Infocity,20.345343,85.8137,Assault on Woman,5,Evening,Weekend,Moderate,Medium,352,Community,89
INC05978,Patia,20.353917,85.817493,Snatching,3,Afternoon,Weekend,Poor,High,255,Community,62
INC05979,Nayapalli,20.296128,85.804372,Harassment,3,Night,Weekend,Good,High,1093,Community,55
INC05980,Vani Vihar,20.295705,85.844727,Assault on Woman,5,Evening,Weekday,Poor,High,290,Community,100
INC05981,Baramunda,20.269289,85.804228,Harassment,3,Night,Weekend,Good,Medium,938,Community,64
INC05982,Pokhariput,20.257816,85.804237,Harassment,3,Afternoon,Weekend,Poor,High,426,Community,63
INC05983,Acharya Vihar,20.302204,85.835685,Stalking,4,Evening,Weekend,Good,High,570,Community,73
INC05984,CRP Square,20.31683,85.823552,Stalking,4,Evening,Weekday,Good,Medium,495,Community,69
INC05985,Lingaraj,20.241621,85.831211,Kidnapping Attempt,5,Evening,Weekday,Moderate,Medium,777,Community,89
INC05986,Pokhariput,20.254701,85.801509,Stalking,4,Night,Weekday,Moderate,Medium,1067,Community,86
INC05987,Master Canteen,20.271105,85.842258,Harassment,3,Afternoon,Weekday,Good,High,167,Community,47
INC05988,Old Town,20.237343,85.831864,Harassment,3,Evening,Weekend,Moderate,Low,1056,Community,58
INC05989,Pokhariput,20.252699,85.806305,Stalking,4,Evening,Weekend,Good,Medium,602,Community,70
INC05990,Nayapalli,20.295633,85.807789,Harassment,3,Morning,Weekday,Good,Medium,1309,Community,46
INC05991,Lingaraj,20.242484,85.8323,Stalking,4,Night,Weekday,Good,Low,1169,Community,73
INC05992,Saheed Nagar,20.298003,85.841894,Harassment,3,Evening,Weekday,Good,Low,469,Community,57
INC05993,Master Canteen,20.271962,85.840723,Stalking,4,Afternoon,Weekday,Moderate,Medium,1425,Community,71
INC05994,KIIT Square,20.350626,85.816455,Harassment,3,Night,Weekend,Poor,Medium,1108,Community,76
INC05995,Vani Vihar,20.297996,85.842147,Sexual Harassment,5,Night,Weekend,Good,Low,219,Community,92
INC05996,Jaydev Vihar,20.301325,85.817292,Sexual Harassment,5,Night,Weekend,Moderate,High,949,Police,100
INC05997,Patia,20.356723,85.81895,Assault on Woman,5,Evening,Weekday,Moderate,Medium,103,Community,97
INC05998,Acharya Vihar,20.301446,85.836405,Sexual Harassment,5,Night,Weekend,Moderate,Low,1032,Community,100
INC05999,Patia,20.352166,85.821801,Stalking,4,Evening,Weekday,Good,High,347,Community,73
INC06000,CRP Square,20.31282,85.824671,Stalking,4,Evening,Weekday,Moderate,High,1263,Police,78
INC06001,Saheed Nagar,20.294495,85.841746,Sexual Harassment,5,Evening,Weekend,Poor,Medium,975,Community,98
INC06002,Dumduma,20.265659,85.791275,Stalking,4,Afternoon,Weekday,Good,Medium,701,Police,62
INC06003,Old Town,20.237149,85.832309,Kidnapping Attempt,5,Evening,Weekday,Moderate,Low,163,Community,92
INC06004,Dumduma,20.264227,85.795959,Harassment,3,Morning,Weekend,Good,Low,320,Police,42
INC06005,Acharya Vihar,20.300956,85.836078,Harassment,3,Evening,Weekday,Moderate,Medium,1108,Community,65
INC06006,Dumduma,20.264599,85.796932,Stalking,4,Afternoon,Weekend,Good,High,1319,Community,61
INC06007,Dumduma,20.265305,85.795248,Stalking,4,Afternoon,Weekend,Poor,Low,1449,Community,85
INC06008,Chandrasekharpur,20.334259,85.82398,Harassment,3,Evening,Weekend,Poor,Medium,260,Police,73
INC06009,Infocity,20.341353,85.817132,Kidnapping Attempt,5,Night,Weekday,Moderate,Low,1091,Police,100
INC06010,Dumduma,20.266318,85.79592,Sexual Harassment,5,Night,Weekday,Poor,Low,962,Community,100
INC06011,Jaydev Vihar,20.300048,85.817332,Eve-teasing,2,Evening,Weekend,Moderate,Medium,1348,Community,53
INC06012,Pokhariput,20.257021,85.803514,Harassment,3,Night,Weekend,Poor,Low,652,Police,79
INC06013,Saheed Nagar,20.294899,85.841305,Harassment,3,Evening,Weekend,Poor,Medium,1317,Police,68
INC06014,Master Canteen,20.267883,85.84062,Harassment,3,Night,Weekday,Good,Medium,102,Police,63
INC06015,Pokhariput,20.255119,85.801969,Stalking,4,Morning,Weekday,Poor,High,904,Community,79
INC06016,Master Canteen,20.266735,85.843785,Harassment,3,Night,Weekend,Moderate,Medium,1040,Community,67
INC06017,Mancheswar,20.321445,85.866719,Kidnapping Attempt,5,Night,Weekend,Good,Low,1112,Community,95
INC06018,KIIT Square,20.350611,85.819282,Harassment,3,Evening,Weekend,Moderate,High,504,Community,59
INC06019,CRP Square,20.317668,85.823632,Harassment,3,Evening,Weekend,Good,Medium,119,Community,52
INC06020,Kalpana Square,20.262306,85.842144,Suspicious Activity,2,Evening,Weekday,Moderate,High,476,Community,52
INC06021,KIIT Square,20.352655,85.818499,Harassment,3,Evening,Weekday,Moderate,Medium,1115,Police,60
INC06022,Acharya Vihar,20.300314,85.837103,Harassment,3,Evening,Weekday,Poor,High,820,Community,78
INC06023,Chandrasekharpur,20.334747,85.823858,Snatching,3,Night,Weekday,Moderate,High,875,Community,68
INC06024,Acharya Vihar,20.30001,85.835461,Sexual Harassment,5,Evening,Weekday,Poor,High,133,Community,99
INC06025,Saheed Nagar,20.293966,85.842051,Kidnapping Attempt,5,Afternoon,Weekend,Moderate,Medium,1308,Community,89
INC06026,Vani Vihar,20.297363,85.841558,Harassment,3,Evening,Weekend,Good,High,693,Community,49
INC06027,Old Town,20.239562,85.833611,Harassment,3,Afternoon,Weekday,Good,Medium,923,Community,41
INC06028,Pokhariput,20.254999,85.803916,Harassment,3,Evening,Weekday,Moderate,Low,687,Community,60
INC06029,Mancheswar,20.324641,85.862042,Stalking,4,Evening,Weekend,Poor,Medium,1297,Community,88
INC06030,Khandagiri,20.257316,85.779492,Eve-teasing,2,Morning,Weekday,Moderate,Low,280,Community,35
INC06031,Lingaraj,20.241088,85.831846,Sexual Harassment,5,Evening,Weekday,Moderate,Medium,902,Community,93
INC06032,Jaydev Vihar,20.301407,85.820218,Kidnapping Attempt,5,Evening,Weekend,Moderate,Low,797,Community,88
INC06033,Dumduma,20.266648,85.794503,Assault on Woman,5,Evening,Weekday,Poor,Medium,664,Community,100
INC06034,Infocity,20.344131,85.818046,Suspicious Activity,2,Night,Weekday,Moderate,High,136,Community,56
INC06035,Pokhariput,20.254942,85.804067,Sexual Harassment,5,Morning,Weekday,Poor,High,109,Police,97
INC06036,Infocity,20.34122,85.813766,Assault on Woman,5,Evening,Weekend,Moderate,Medium,803,Community,92
INC06037,Vani Vihar,20.294671,85.841083,Harassment,3,Afternoon,Weekend,Moderate,Medium,116,Community,55
INC06038,Patia,20.356091,85.818453,Harassment,3,Evening,Weekday,Good,High,1066,Police,48
INC06039,Old Town,20.240755,85.834125,Harassment,3,Evening,Weekday,Good,Medium,1300,Community,49
INC06040,Rasulgarh,20.288043,85.873406,Assault on Woman,5,Night,Weekend,Poor,High,1436,Police,100
INC06041,Khandagiri,20.25536,85.779787,Harassment,3,Night,Weekday,Moderate,High,558,Community,71
INC06042,Saheed Nagar,20.296643,85.839032,Stalking,4,Afternoon,Weekday,Poor,High,1085,Community,77
INC06043,Kalpana Square,20.259873,85.843009,Harassment,3,Afternoon,Weekday,Good,Medium,583,Community,46
INC06044,Saheed Nagar,20.2947,85.840873,Harassment,3,Evening,Weekend,Moderate,Low,824,Community,62
INC06045,Infocity,20.342314,85.816739,Sexual Harassment,5,Night,Weekday,Poor,Medium,1155,Police,100
INC06046,Baramunda,20.27218,85.801854,Snatching,3,Afternoon,Weekend,Poor,Medium,563,Community,69
INC06047,Old Town,20.238077,85.83405,Harassment,3,Afternoon,Weekday,Poor,High,1103,Police,69
INC06048,Patia,20.355737,85.820166,Sexual Harassment,5,Evening,Weekend,Moderate,Medium,269,Community,93
INC06049,Khandagiri,20.258065,85.780505,Sexual Harassment,5,Night,Weekend,Good,Low,1422,Community,88
INC06050,Jaydev Vihar,20.299129,85.821753,Stalking,4,Afternoon,Weekend,Poor,Medium,515,Community,80
INC06051,Master Canteen,20.271097,85.843196,Assault on Woman,5,Evening,Weekday,Moderate,High,1316,Community,89
INC06052,Lingaraj,20.240683,85.83616,Stalking,4,Evening,Weekend,Moderate,Medium,1360,Community,78
INC06053,KIIT Square,20.350642,85.820205,Stalking,4,Morning,Weekday,Moderate,High,1205,Community,68
INC06054,Rasulgarh,20.288301,85.871794,Stalking,4,Night,Weekday,Moderate,High,786,Police,84
INC06055,KIIT Square,20.351457,85.816562,Snatching,3,Morning,Weekday,Good,High,1455,Community,50
INC06056,Jaydev Vihar,20.303857,85.819731,Harassment,3,Night,Weekend,Moderate,High,358,Community,65
INC06057,Pokhariput,20.257874,85.806935,Stalking,4,Night,Weekend,Moderate,Medium,101,Police,80
INC06058,Baramunda,20.270239,85.805814,Assault on Woman,5,Night,Weekday,Poor,Medium,1027,Community,100
INC06059,Mancheswar,20.322416,85.862992,Harassment,3,Night,Weekend,Good,Low,363,Community,63
INC06060,Mancheswar,20.322156,85.86214,Assault on Woman,5,Morning,Weekend,Moderate,High,1007,Community,82
INC06061,Vani Vihar,20.297004,85.841378,Harassment,3,Night,Weekend,Poor,High,267,Police,75
INC06062,Nayapalli,20.294209,85.803423,Sexual Harassment,5,Night,Weekend,Moderate,Low,1347,Community,96
INC06063,Lingaraj,20.244096,85.831665,Stalking,4,Morning,Weekend,Good,Low,700,Police,65
INC06064,Kalpana Square,20.26063,85.840883,Sexual Harassment,5,Evening,Weekend,Poor,Low,1318,Community,100
INC06065,Mancheswar,20.322162,85.861021,Harassment,3,Evening,Weekend,Good,High,182,Police,56
INC06066,Saheed Nagar,20.294285,85.842365,Kidnapping Attempt,5,Afternoon,Weekday,Moderate,High,143,Police,83
INC06067,Chandrasekharpur,20.332739,85.818049,Sexual Harassment,5,Night,Weekday,Poor,High,396,Community,100
INC06068,Kalpana Square,20.257513,85.843983,Harassment,3,Evening,Weekday,Moderate,Low,1244,Community,61
INC06069,Infocity,20.345482,85.81684,Harassment,3,Morning,Weekend,Poor,Low,111,Police,60
INC06070,Dumduma,20.263893,85.791157,Stalking,4,Night,Weekend,Moderate,Medium,1291,Community,87
INC06071,Kalpana Square,20.258446,85.84583,Snatching,3,Morning,Weekend,Poor,Medium,257,Community,70
INC06072,Jaydev Vihar,20.299288,85.818962,Harassment,3,Night,Weekend,Good,High,1086,Police,57
INC06073,Patia,20.354368,85.817415,Stalking,4,Afternoon,Weekend,Good,Low,862,Community,65
INC06074,Baramunda,20.272523,85.804088,Sexual Harassment,5,Morning,Weekday,Poor,Low,1463,Police,99
INC06075,Kalpana Square,20.262937,85.842389,Harassment,3,Evening,Weekend,Moderate,Low,885,Community,58
INC06076,Saheed Nagar,20.294712,85.843521,Stalking,4,Evening,Weekday,Moderate,High,593,Community,82
INC06077,Master Canteen,20.266614,85.83927,Sexual Harassment,5,Evening,Weekday,Moderate,High,394,Community,95
INC06078,Acharya Vihar,20.298252,85.83789,Eve-teasing,2,Night,Weekday,Poor,Low,789,Community,62
INC06079,Khandagiri,20.25535,85.779587,Eve-teasing,2,Night,Weekday,Poor,High,955,Community,60
INC06080,Khandagiri,20.260218,85.779647,Assault on Woman,5,Night,Weekend,Moderate,Low,791,Police,100
INC06081,Patia,20.354523,85.820294,Snatching,3,Afternoon,Weekday,Poor,Medium,587,Community,61
INC06082,Pokhariput,20.257969,85.804219,Stalking,4,Evening,Weekend,Moderate,High,1261,Community,74
INC06083,Vani Vihar,20.296339,85.844681,Stalking,4,Morning,Weekend,Poor,Low,903,Community,83
INC06084,Baramunda,20.269073,85.804779,Snatching,3,Afternoon,Weekend,Poor,Medium,974,Community,64
INC06085,Lingaraj,20.24591,85.832956,Kidnapping Attempt,5,Night,Weekend,Moderate,Medium,976,Community,100
INC06086,Vani Vihar,20.297832,85.839241,Snatching,3,Evening,Weekend,Good,Low,1031,Community,54
INC06087,Pokhariput,20.256284,85.80582,Harassment,3,Evening,Weekday,Good,High,1026,Community,50
INC06088,KIIT Square,20.352942,85.817318,Harassment,3,Afternoon,Weekend,Poor,Low,1480,Community,63
INC06089,Jaydev Vihar,20.299037,85.821517,Snatching,3,Night,Weekend,Moderate,Medium,741,Community,75
INC06090,KIIT Square,20.354859,85.819953,Eve-teasing,2,Afternoon,Weekday,Poor,Medium,1227,Community,45
INC06091,Jaydev Vihar,20.298294,85.817231,Snatching,3,Afternoon,Weekday,Good,Low,1049,Community,40
INC06092,Infocity,20.341534,85.815162,Harassment,3,Afternoon,Weekend,Good,Medium,227,Police,49
INC06093,Old Town,20.240573,85.833576,Stalking,4,Afternoon,Weekend,Good,High,886,Community,64
INC06094,Baramunda,20.27026,85.803591,Harassment,3,Evening,Weekday,Poor,High,986,Community,77
INC06095,Kalpana Square,20.259394,85.840512,Stalking,4,Night,Weekday,Moderate,Low,1075,Police,87
INC06096,Khandagiri,20.258402,85.783516,Harassment,3,Afternoon,Weekend,Good,Medium,998,Police,48
INC06097,KIIT Square,20.350037,85.818178,Sexual Harassment,5,Afternoon,Weekend,Moderate,Medium,1323,Community,85
INC06098,Lingaraj,20.241242,85.836174,Harassment,3,Afternoon,Weekday,Good,Medium,708,Police,43
INC06099,Kalpana Square,20.259357,85.840034,Harassment,3,Evening,Weekend,Moderate,High,179,Community,58
INC06100,Rasulgarh,20.292702,85.870516,Stalking,4,Evening,Weekday,Good,Medium,1347,Community,69
INC06101,Master Canteen,20.266085,85.843379,Snatching,3,Evening,Weekend,Good,Medium,1311,Police,49
INC06102,Mancheswar,20.324875,85.86261,Eve-teasing,2,Night,Weekday,Good,Medium,274,Community,40
INC06103,Pokhariput,20.256193,85.80629,Stalking,4,Evening,Weekend,Good,Low,788,Police,70
INC06104,Chandrasekharpur,20.330565,85.820069,Assault on Woman,5,Evening,Weekday,Poor,Medium,1354,Community,100
INC06105,Rasulgarh,20.288894,85.871493,Stalking,4,Morning,Weekday,Poor,Low,260,Police,84
INC06106,Chandrasekharpur,20.334386,85.819186,Harassment,3,Evening,Weekday,Good,Low,453,Community,52
INC06107,Saheed Nagar,20.298358,85.839747,Harassment,3,Afternoon,Weekend,Moderate,Medium,929,Community,54
INC06108,Chandrasekharpur,20.334254,85.821813,Sexual Harassment,5,Evening,Weekend,Good,Low,1353,Community,84
INC06109,Baramunda,20.267109,85.80392,Snatching,3,Night,Weekday,Good,High,1439,Community,64
INC06110,Kalpana Square,20.261403,85.843256,Harassment,3,Night,Weekday,Good,Medium,227,Community,57
INC06111,Jaydev Vihar,20.3013,85.822353,Harassment,3,Evening,Weekend,Moderate,High,939,Community,67
INC06112,Nayapalli,20.297694,85.80211,Harassment,3,Night,Weekend,Good,Low,1491,Community,62
INC06113,Kalpana Square,20.260871,85.840042,Stalking,4,Evening,Weekday,Moderate,Medium,268,Community,79
INC06114,Jaydev Vihar,20.30047,85.818993,Stalking,4,Night,Weekday,Moderate,High,861,Community,82
INC06115,Acharya Vihar,20.297655,85.836826,Stalking,4,Night,Weekend,Good,High,1176,Police,80
INC06116,CRP Square,20.315516,85.822129,Harassment,3,Night,Weekday,Good,Low,250,Community,63
INC06117,Khandagiri,20.256757,85.784249,Harassment,3,Night,Weekday,Poor,Low,1406,Community,82
INC06118,Vani Vihar,20.294611,85.839746,Harassment,3,Afternoon,Weekend,Poor,Medium,809,Community,68
INC06119,Infocity,20.342176,85.815345,Assault on Woman,5,Evening,Weekend,Poor,Medium,530,Community,100
INC06120,Mancheswar,20.319165,85.864073,Harassment,3,Night,Weekday,Good,Medium,362,Community,64
INC06121,Pokhariput,20.252982,85.801997,Eve-teasing,2,Evening,Weekday,Good,High,479,Police,34
INC06122,Old Town,20.236865,85.835906,Suspicious Activity,2,Evening,Weekday,Moderate,Low,117,Community,52
INC06123,Infocity,20.345266,85.814044,Sexual Harassment,5,Evening,Weekday,Good,Low,1293,Community,82
INC06124,Acharya Vihar,20.298661,85.83705,Kidnapping Attempt,5,Morning,Weekend,Good,Medium,1254,Community,77
INC06125,Saheed Nagar,20.296429,85.841631,Harassment,3,Morning,Weekend,Poor,Medium,949,Police,62
INC06126,Saheed Nagar,20.293837,85.839201,Harassment,3,Night,Weekday,Good,Medium,1095,Community,61
INC06127,Jaydev Vihar,20.298887,85.81863,Sexual Harassment,5,Morning,Weekday,Moderate,Low,141,Community,86
INC06128,Master Canteen,20.267031,85.841111,Harassment,3,Night,Weekend,Moderate,Medium,1422,Community,65
INC06129,CRP Square,20.315022,85.823982,Harassment,3,Evening,Weekend,Good,Medium,817,Community,58
INC06130,Kalpana Square,20.259222,85.841677,Stalking,4,Night,Weekday,Good,Low,991,Community,77
INC06131,Kalpana Square,20.257809,85.842744,Harassment,3,Evening,Weekday,Poor,Low,777,Community,71
INC06132,Kalpana Square,20.257441,85.842443,Harassment,3,Evening,Weekend,Poor,Low,452,Community,69
INC06133,Mancheswar,20.324578,85.861309,Harassment,3,Morning,Weekend,Good,Low,1341,Community,49
INC06134,Kalpana Square,20.260309,85.842809,Sexual Harassment,5,Evening,Weekend,Moderate,Medium,355,Community,93
INC06135,KIIT Square,20.350561,85.815122,Snatching,3,Evening,Weekend,Good,Low,1073,Community,56
INC06136,Lingaraj,20.244011,85.835815,Stalking,4,Night,Weekday,Moderate,Low,778,Community,89
INC06137,Saheed Nagar,20.297719,85.841478,Harassment,3,Night,Weekday,Good,Medium,1116,Police,65
INC06138,CRP Square,20.31491,85.821067,Harassment,3,Evening,Weekday,Poor,Medium,491,Community,71
INC06139,Acharya Vihar,20.301187,85.832446,Sexual Harassment,5,Night,Weekday,Good,Medium,1336,Community,94
